Perioden	Regio's	Verkeer en vervoer/Motorvoertuigen/Personenauto's (aantal)	Verkeer en vervoer/Motorvoertuigen/Personenauto's. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Personenauto's particulieren (aantal)	Verkeer en vervoer/Motorvoertuigen/Personenauto's particulieren. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Bedrijfsmotorvoertuigen (aantal)	Verkeer en vervoer/Motorvoertuigen/Motorfietsen (aantal)	Verkeer en vervoer/Motorvoertuigen/Motorfietsen. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Voertuigen met bromfietskenteken (aantal)	Verkeer en vervoer/Motorvoertuigen/Voertuigen met bromfietskenteken (%) (per 1 000 inwoners)	Verkeer en vervoer/Lengte van wegen/Totale weglengte (kilometer)	Verkeer en vervoer/Lengte van wegen/Gemeentelijke en waterschapswegen (kilometer)	Verkeer en vervoer/Lengte van wegen/Provinciale wegen (kilometer)	Verkeer en vervoer/Lengte van wegen/Rijkswegen (kilometer)	Nabijheid voorzieningen/Gezondheid/Afstand tot huisartsenpraktijk (km)	Nabijheid voorzieningen/Gezondheid/Aantal huisartsenpraktijken binnen 3 km (aantal)	Nabijheid voorzieningen/Gezondheid/Afstand tot huisartsenpost (km)	Nabijheid voorzieningen/Gezondheid/Afstand tot ziekenhuis (km)	Nabijheid voorzieningen/Gezondheid/Aantal ziekenhuizen binnen 20 km (aantal)	Nabijheid voorzieningen/Kinderopvang/Afstand tot kinderdagverblijf (km)	Nabijheid voorzieningen/Kinderopvang/Aantal kinderdagverblijven binnen 3 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school basisonderwijs (km)	Nabijheid voorzieningen/Onderwijs/Aantal basisonderwijsscholen binnen 3 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school vmbo (km)	Nabijheid voorzieningen/Onderwijs/Aantal scholen vmbo binnen 5 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school havo/vwo (km)	Nabijheid voorzieningen/Onderwijs/Aantal scholen havo/vwo binnen 5 km (aantal)	Nabijheid voorzieningen/Detailhandel/Afstand tot grote supermarkt (km)	Nabijheid voorzieningen/Detailhandel/Aantal grote supermarkten binnen 3 km (aantal)	Nabijheid voorzieningen/Horeca/Afstand tot restaurant (km)	Nabijheid voorzieningen/Horeca/Aantal restaurants binnen 3 km (aantal)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot bibliotheek (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot bioscoop (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Aantal bioscopen binnen 10 km (aantal)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot zwembad (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot sportterrein (km)	Nabijheid voorzieningen/Groenvoorzieningen/Afstand tot openbaar groen (km)	Nabijheid voorzieningen/Verkeer en vervoer/Afstand tot oprit hoofdverkeersweg (km)	Nabijheid voorzieningen/Verkeer en vervoer/Afstand tot treinstation (km)	Milieu en bodemgebruik/Afval van huishoudens/Totaal huishoudelijk afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Huishoudelijk restafval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Grof huishoudelijk restafval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Gft-afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Oud papier en karton (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Verpakkingsglas (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Textiel (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Klein chemisch afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Overig huishoudelijk afval (1 000 kg)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Totale oppervlakte (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Land (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Water totaal (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Binnenwater (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Buitenwater (km²)	Milieu en bodemgebruik/Bodemgebruik/Omgevingsadressendichtheid (per km²)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Verkeersterrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Bebouwd terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Semi-bebouwd terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Recreatieterrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Agrarisch terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Bos en open natuurlijk terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Verkeersterrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Bebouwd terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Semi-bebouwd terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Recreatieterrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Agrarisch terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Bos en open natuurlijk terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Verkeersterrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Bebouwd terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Semi-bebouwd terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Recreatieterrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Agrarisch terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Bos en open natuurlijk terrein (ha / 1 000 inwoners)
2008	Sneek	13862	417	12380	373	2702	949	29	1210	36	216	203	5	7	1.4	6.3	2.4	2.4	1			0.8	8.4	1.8	3	1.8	2	0.6	9.2	1	37.4	1.7	1.7	1	3	0.9	0.4	1.1	1.5	20962	8147	1028	3367	3559	696		39		34.04	30.1	3.94	3.94	0	1456	120	828	208	249	1577	24	4	27.6	6.9	8.3	52.5	0.8	4	25	6	7	47	1
2009	Sneek	14335	431	12699	382	2953	987	30	1276	38	216	204	5	7	1.3	6.3		2.4	1	0.7	9.9	0.8	8.3	1.8	3	1.8	2	0.6	9.2	1.1	32.7	1.7	1.7	1	1.5			1.1	1.5	20260	7638	853	3431	3500	683	198	49		34.04	30.09	3.95	3.95	0	1463																		
2010	Sneek	14475	433	12935	387	2789	1032	31	1365	41	223	208	5	10	1.3	6.3		2.4	1	0.6	10.5	0.8	8.3	1.8	3	1.8	2	0.6	9.1	1.1	31.7		1.7	1	1.5	0.8	0.4	1.1	1.5	19435	7498	750	3342	3460	684	195	40		34.04	30.09	3.95	3.95	0	1480	133	835	161	245	1573	21	4.5	28.1	5.4	8.3	53	0.7	4	25	5	7	47	1
2007	Soest	21783	480	19785	436	2612	1705	38	1710	38	239	222	14	3	0.8	6	7.2	2	11.3	1	5.3	0.7	11.3	2.8	1.8	2.8	1.9					1.8						1.6	2.2	29136	10553	1923	5678	3623	1123	180	82		46.45	46.24	0.21	0.21	0	1321																		
2008	Soest	21644	475	20080	441	2661	1774	39	1922	42	239	222	14	3	0.8	6	7.2	2	11.3			0.6	11.3	2.8	1.8	2.8	2	0.7	6.1	0.7	17.5	1.8	7.5	1.3	2.1	0.9	0.5	1.6	2.2	28551	10836	1835	5485	3610	1159	244	80		46.45	46.24	0.21	0.21	0	1322	271	1137	16	138	1276	1787	5.9	24.6	0.3	3	27.6	38.6	6	25	0	3	28	39
2009	Soest	21952	480	20419	447	2662	1837	40	2155	47	244	227	14	3	0.8	6		2	11.3	0.9	6.3	0.7	11.3	2.8	1.8	2.8	1.9	0.7	6.1	0.7	17.5	1.8	7.5	1.3	2.1			1.6	2.2	26908	10413	1603	5579	3405	1163	175	79		46.45	46.26	0.19	0.19	0	1325																		
2010	Soest	22134	485	20710	453	2528	1843	40	2450	54	224	207	14	3	0.8	6		2	11.3	0.8	7.2	0.6	11.3	2.8	1.8	2.8	1.9	0.7	6.1	0.7	18.2		7.5	1.3	2.1	0.8	0.4	1.6	2.2	26349	10212	1460	5366	3327	1291	170	80	4443	46.45	46.26	0.19	0.19	0	1326	272	1129	30	133	1276	1787	5.9	24.4	0.6	2.9	27.6	38.6	6	25	1	3	28	39
2007	Someren	8293	457	7977	440	1870	702	39	729	40	325	301	16	7	1.1	2.2	12.1	12.5	3.1	1.8	2.1	0.7	4.6	2.4	0.9	4.2	0.6					2.3						2	11.1	8257	2123	664	1034	1281	417	78	28		81.43	80.26	1.17	1.17	0	608																		
2008	Someren	8395	461	8067	443	1906	741	41	760	42	324	300	16	7	1.1	2.8	12.1	12.5	3.1			0.7	4.5	2.4	0.9	4.2	0.6	1.1	1.6	1	4.9	2.3	12	0.1	10.6	1	0.7	2	11.1	7873	2004	664	1018	1313	416	84	25		81.43	80.26	1.17	1.17	0	626	256	431	47	73	5543	1672	3.2	5.4	0.6	0.9	69.1	20.8	14	24	3	4	304	92
2009	Someren	8628	473	8282	454	1979	784	43	885	49	327	304	16	7	1.2	2.2		12.5	3.1	1.8	2.1	0.7	4.5	2.4	0.9	4.2	0.6	1.1	1.6	1	4.9	2.3	12	0.1	10.5			2	11.1	8169	1910	720	1013	1594	423	82	24		81.43	80.24	1.19	1.19	0	631																		
2010	Someren	8775	481	8451	464	2075	797	44	1015	56	327	304	16	7	1.1	2.2		12.5	3.1	1.9	1.4	0.7	4.6	2.4	0.9	4.2	0.7	1.1	1.6	1	4.9		12	0.1	10.6	0.8	0.7	1.9	11.1	7902	1808	654	962	1440	444	94	26	2474	81.43	80.24	1.19	1.19	0	653	259	452	31	77	5530	1676	3.2	5.6	0.4	1	68.9	20.9	14	25	2	4	303	92
2007	Son en Breugel	7762	507	7247	473	1770	685	45	873	57	152	143	2	7	1.3	2	8.5	8	6	1.2	2.2	0.7	6.4	4.8	0.7	5.1	0.5					1.7						2.3	8.5	11834	2698	859	2595	1461	536	32	27	3626	26.49	25.93	0.56	0.56	0	579																		
2008	Son en Breugel	7902	512	7375	477	1818	713	46	987	64	154	143	2	9	1.2	2	8.5	8	6			0.6	6.4	4.8	0.7	5.1	0.5	0.7	4.5	1.1	9.3	1.7	8.4	1.6	6.8	0.7	0.4	2.3	8.5	11459	2730	898	2551	1428	527		22	3256	26.49	25.93	0.56	0.56	0	584	102	642	37	68	1256	489	3.9	24.8	1.4	2.6	48.4	18.8	7	42	2	4	81	32
2009	Son en Breugel	8077	520	7442	479	1922	747	48	1091	70	158	147	2	9	1.2	2		8	6	0.9	3.2	0.6	6.5	4.8	0.7	5.1	0.5	0.7	4.6	1.1	9.3	1.7	8.4	1.6	6.8			2.3	8.5	10811	3227	820	2356	1250	531	42	23		26.49	25.93	0.56	0.56	0	589																		
2010	Son en Breugel	8062	519	7539	485	1829	745	48	1168	75	165	150	2	13	1.3	2		8	6	0.8	3.5	0.6	6.5	5	0.5	5.1	0.5	0.7	4.6	1.1	10.3		8.7	1.5	7	0.6	0.5	2.4	8.5	10883	3408	806	2348	1212	496	41	22	2550	26.49	25.93	0.56	0.56	0	593	113	644	87	74	1192	485	4.3	24.8	3.4	2.9	45.9	18.7	7	41	6	5	77	31
2007	Spijkenisse	30533	413	28972	392	2743	2442	33	3509	47	297	291	6	0	0.6	12.7	2.2	2.2	9.6	0.9	5.4	0.5	15.8	1.7	6.5	1.8	3.2					2.2						2.9	13.7	46384	23535	4888	4000	2677	902	116	117		30.23	26.12	4.11	4.11	0	2127																		
2008	Spijkenisse	31171	426	29143	399	2910	2458	34	3963	54	295	289	6	0	0.6	12.7	2.2	2.2	9.6			0.5	15.8	1.7	6.5	1.8	3.2	0.7	8.3	0.6	24.2	2.2	2.8	1	10	1.2	0.4	2.9	13.7	42649	21688	4370	3994	2731	864	117	111	8774	30.23	26.12	4.11	4.11	0	2132	118	1067	87	262	922	153	4.5	40.9	3.3	10	35.3	5.9	2	15	1	4	13	2
2009	Spijkenisse	31636	436	29234	403	2973	2514	35	4352	60	297	291	6	0	0.6	12.7		2.2	8.6	0.9	5.4	0.5	15.1	1.7	6.4	1.8	3.2	0.7	8.3	0.6	24.2	2.2	3	1	10.2			2.9	13.7	45379	22727	4522	4170		858	107	103	10105	30.23	26.05	4.18	4.18	0	2137																		
2010	Spijkenisse	31837	440	29555	409	2912	2594	36	4760	66	299	293	6	0	0.6	12.7		2.2	8.6	0.9	5.4	0.5	15.1	1.7	6.5	1.8	3.2	0.7	9	0.7	24		3	1	2.9	1.1	0.3	2.9	13.9	44106	22438	4558	3909	2292	863	92	86	9868	30.23	26.05	4.18	4.18	0	2144	114	1031	108	279	920	155	4.4	39.5	4.1	10.7	35.3	5.9	2	14	1	4	13	2
2007	Sprang-Capelle																																																																							
2008	Sprang-Capelle																																																																							
2009	Sprang-Capelle																																																																							
2010	Sprang-Capelle																																																																							
2007	St. Anthonis																																																																							
2008	St. Anthonis																																																																							
2009	St. Anthonis																																																																							
2010	St. Anthonis																																																																							
2007	Stad Delden																																																																							
2008	Stad Delden																																																																							
2009	Stad Delden																																																																							
2010	Stad Delden																																																																							
2007	Stadskanaal	15441	453	14921	437	2549	1282	38	1031	30	439	396	43	0	1.3	4	5.2	5.2	1.2	1.8	1.1	0.8	8.2	1.8	1.6	3.3	1.3					1.8						1.2	20.1		7092	2537	2821		731	238	97	9417	119.96	117.85	2.11	2.11	0	718																		
2008	Stadskanaal	15645	463	15092	446	2569	1322	39	1042	31	440	397	43	0	1.5	2.8	5.2	5.2	1.2			0.8	8.2	1.8	1.6	3.3	1.3	1.2	4.9	1.2	9.9	1.8	4.4	1	5	0.8	0.7	1.2	20.1		6686	2737	2710		730		93		119.96	117.85	2.11	2.11	0	720	357	1049	100	231	9291	740	3	8.9	0.8	2	79	6.3	11	31	3	7	275	22
2009	Stadskanaal	15849	474	15306	458	2559	1424	43	1096	33	440	397	43	0	1.6	1.8		5.2	1.2	1.8	1.1	0.8	8.2	1.8	1.6	3.2	1.3	1.2	5	1.2	10	1.7	4.4	1	4.7			1.2	20.1		6364		2272	2695	1039	202	82		119.96	117.68	2.27	2.27	0	730																		
2010	Stadskanaal	16021	479	15494	464	2457	1473	44	1181	35	440	397	43	0	1.6	1.8		5.2	1.2	1.8	1.1	0.8	7.7	1.8	1.6	3.3	1.3	1.2	5.5	1.2	9.3		4.4	1	4.7	0.8	0.6	1.2	20.2	23372	6381	2166	2674	2366	1034	191	76	8484	119.96	117.68	2.27	2.27	0	733	361	1069	96	236	9247	755	3.1	9.1	0.8	2	78.6	6.4	11	32	3	7	277	23
2007	Standdaarbuiten																																																																							
2008	Standdaarbuiten																																																																							
2009	Standdaarbuiten																																																																							
2010	Standdaarbuiten																																																																							
2007	Staphorst	7045	443	6726	423	1695	750	47	1063	67	446	416	12	18	1.4	2.2	8.8	8.8	2.7	2.7	0.6	1	4.2	3.2	0.9	3.2	0.9					1.6						1.9	7.9	5187	2544	39	717	1181	253	32	21		135.7	134.28	1.43	1.43	0	311																		
2008	Staphorst	7248	454	6884	431	1823	768	48	1045	65	447	417	12	18	1.4	2.2	8.8	8.8	2.7			1	4.2	3.2	0.9	3.2	0.9	1.5	2.8	1.5	4.1	1.6	8.3	0.8	3.4	1.3	1.3	1.9	7.9	5001	2504	28	730	1189	224		14	259	135.7	134.28	1.43	1.43	0	312	439	342	56	99	10818	1669	3.3	2.5	0.4	0.7	80.6	12.4	27	21	4	6	677	104
2009	Staphorst	7440	465	7093	443	1911	777	49	1086	68	447	417	12	18	1.4	2.2		8.8	2.7	2.7	0.7	1	4.2	3.2	0.9	3.2	0.9	1.5	2.8	1.5	4.1	1.6	8.3	0.8	3.4			1.9	7.9	5027	2520	25	750	1186	250	43	14	239	135.7	134.24	1.47	1.47	0	314																		
2010	Staphorst	7592	470	7264	450	1909	805	50	1145	71	448	417	12	19	1.9	0.9		8.8	2.7	1.6	1.5	1	4.2	3.2	1.1	6.9	0.1	1.5	2.5	1.5	4		8.3	0.8	3.3	1.2	0.9	2	7.9	4914	2256	23	706	1213	251	43	15	407	135.7	134.24	1.47	1.47	0	314	456	384	31	107	11199	1243	3.4	2.9	0.2	0.8	83.4	9.3	28	24	2	7	693	77
2007	Stede Broec	8199	384	7920	371	1015	897	42	911	43	104	99	6	0	0.9	7.6	14.5	14.9	1	1.3	2.1	0.6	7.7	1.4	2.7	1.8	1.7					1.4						1	1.3	13369	4463	739	2248	2036	465	51	43	3325	16.42	14.78	1.64	1.64	0	1022																		
2008	Stede Broec	8368	392	8054	377	1021	925	43	990	46	109	103	6	0	0.9	7.6	14.5	14.9	1			0.6	7.7	1.4	2.7	1.8	1.7	0.7	5.8	0.8	6.7	1.4	14.8	0	1.8	1.3	0.3	1	1.3	13249	4538	747	2264	1984	421	45	33	3218	16.42	14.78	1.64	1.64	0	1035	62	429	43	155	747	29	4.2	29.3	2.9	10.6	51	2	3	20	2	7	35	1
2009	Stede Broec	8485	399	8118	381	1018	973	46	1035	49	109	103	6	0	0.9	7.3		14.9	1	1.3	2.1	0.6	7.7	1.4	2.7	1.8	1.7	0.7	5.8	0.8	6.8	1.4	14.8	0	1.8			1	1.3	13216	4482	688	2266	2020	446	28	35	3251	16.42	14.7	1.72	1.72	0	1042																		
2010	Stede Broec	8643	406	8234	387	1024	982	46	1054	50	109	103	6	0	0.9	7.3		14.9	1	1.3	3.2	0.6	7.7	1.4	2.7	1.8	1.7	0.7	5.8	0.9	4.9		14.8	0	1.8	1.3	0.3	1	1.3	12893	4140	615	2099	2028	460	59	38	3455	16.42	14.7	1.72	1.72	0	1045	62	426	36	167	740	26	4.3	29.2	2.5	11.5	50.8	1.8	3	20	2	8	35	1
2007	Steenbergen	11338	487	10673	458	1766	1093	47	1115	48	382	352	15	15	1	2.2	14.1	14.3	1.7	1.4	1.6	0.8	2.9	4.4	0.5	12	0					2.1						1.3	12.7	17649	5272	2135	3410	1567	531	86	44	4603	158.79	146.62	12.17	12.17	0	568																		
2008	Steenbergen	11532	497	10832	467	1845	1116	48	1235	53	383	352	15	15	1	2.2	14.1	14.3	1.7			0.7	2.9	4.3	0.5	11.9	0	1	2.5	0.9	6.9	2.1	12.9	0.1	4.1	1	0.9	1.3	12.7	17392	5347	2155	3278	1488	518	101	46	4459	158.79	146.62	12.17	12.17	0	572	408	571	96	92	12685	806	2.8	3.9	0.7	0.6	86.5	5.5	18	25	4	4	546	35
2009	Steenbergen	11703	504	10972	472	1890	1149	49	1335	57	383	353	15	15	1	2.2		14.2	1.8	1.4	1.6	0.7	2.9	4.3	0.5	12	0	1	2.5	0.9	6.9	2.1	12.9	0.1	4.1			1.3	12.7	17366	5264	2088	3314	1454	534	96	42		158.79	146.63	12.15	12.15	0	579																		
2010	Steenbergen	11913	513	11216	483	1855	1200	52	1377	59	386	355	15	15	1	1.9		14.2	1.8	1.3	2	0.8	2.9	4.3	0.5	12	0	1	2.5	0.9	7		12.9	0.1	4.1	0.9	0.8	1.3	12.7	16295	5072	1818	3106	1472	553	118	47	4108	158.79	146.63	12.15	12.15	0	582	408	603	93	102	12639	810	2.8	4.1	0.6	0.7	86.2	5.5	18	26	4	4	544	35
2007	Steenderen																																																																							
2008	Steenderen																																																																							
2009	Steenderen																																																																							
2010	Steenderen																																																																							
2007	Steenwijk																																																																							
2008	Steenwijk																																																																							
2009	Steenwijk																																																																							
2010	Steenwijk																																																																							
2007	Steenwijkerland	18803	436	18175	421	3069	2166	50	2314	54	703	607	79	16	1.7	2.4	10.7	16.8	0.9	2.9	1.5	0.8	6.3	5.1	1.5	5.6	0.5					1.9						1.4	7.3	19526	9881	608	2192	4005	875	126	23	1815	321.69	290.89	30.8	30.8	0	591																		
2008	Steenwijkerland	19356	447	18738	433	3017	2254	52	2452	57	715	619	79	16	1.7	2.4	10.7	16.8	0.9			0.8	6.3	5.1	1.5	5.6	0.5	1.4	2.9	1.1	8.2	1.8	7.2	0.7	3.2	1.1	0.7	1.4	7.3	20269	9959	772	2184	4477	915	181	25	1756	321.69	290.89	30.8	30.8	0	582	710	1105	172	410	19184	7439	2.4	3.8	0.6	1.4	66.1	25.6	16	26	4	9	443	172
2009	Steenwijkerland	19808	458	19145	443	3031	2331	54	2588	60	715	619	79	16	1.8	2.4		16.8	0.9	2.1	2.9	0.8	6.3	5.1	1.5	5.6	0.5	1.4	2.9	1.1	8.6	1.9	7.2	0.7	4.5			1.4	7.3	19160	9240	578	2153	4187	947	147	27	1882	321.69	290.3	31.38	31.38	0	581																		
2010	Steenwijkerland	20292	470	19622	454	3105	2405	56	2712	63	715	619	80	16	1.8	2.4		16.8	0.9	2	3.1	0.8	6.2	5.1	1.5	5.6	0.5	1.5	2.9	1.1	8.6		7.3	0.7	4.5	1.2	0.6	1.4	7.4	18056	8299	512	2122	3884	911	162	26	2140	321.69	290.3	31.38	31.38	0	590	716	1133	371	411	19238	7117	2.5	3.9	1.3	1.4	66.4	24.6	17	26	9	10	445	165
2007	Stein (L.)	13074	497	12676	481	1710	1338	51	1367	52	194	188	0	6	0.8	5.2	9.3	9.3	2.9	0.9	2.1	0.6	6	2.5	1	2.6	0.9					1						1.4	3.3	13326	3660	1029	1503	2160	720	76	49	4129	22.78	21.21	1.57	1.57	0	818																		
2008	Stein (L.)	13185	505	12771	489	1862	1343	51	1428	55	194	188	0	6	0.8	5.2	9.3	9.3	2.9			0.6	5.9	2.5	1	2.6	0.9	0.9	5.2	1.1	8.9	1	7.4	1	5	0.7	0.7	1.4	3.3	11713	3843	1054	1634	2201	693	95	38	2155	22.78	21.21	1.57	1.57	0	819	112	731	70	123	970	110	5.3	34.5	3.3	5.8	45.8	5.2	4	28	3	5	37	4
2009	Stein (L.)	13259	513	12860	497	1943	1364	53	1431	55	195	189	0	6	0.8	5.2		9.3	2.9	0.9	2.1	0.6	5.9	2.5	1	2.6	0.9	1.1	3.7	1.1	8.2	1	7.4	1	5			1.4	3.3	11088	3395	882	1603	2259	751	85	44	2069	22.78	21.2	1.58	1.58	0	818																		
2010	Stein (L.)	13373	521	12984	506	1972	1402	55	1495	58	195	189	0	6	0.8	5.2		7.9	2.9	0.9	2.1	0.6	5.9	2.5	1	2.6	0.9	0.9	5.2	1.2	7.7		7.4	1	5	0.7	0.6	1.4	3.3	10969	3232	869	1486	2135	720	95	42		22.78	21.2	1.58	1.58	0	820	111	733	70	124	963	107	5.3	34.8	3.3	5.9	45.6	5.1	4	29	3	5	37	4
2007	Stichtse Vecht																																																																							
2008	Stichtse Vecht																																																																							
2009	Stichtse Vecht																																																																							
2010	Stichtse Vecht																																																																							
2007	Stramproy																																																																							
2008	Stramproy																																																																							
2009	Stramproy																																																																							
2010	Stramproy																																																																							
2007	Strijen	4202	460	3973	435	741	444	49	466	51	139	137	2	0	1.3	2.5	9.5	12.2	4.5	6.2	0	0.8	3.6	9.4	0	13.3	0					1.6						2.2	13.1	6274	2178	292	1283	507	206	30	13	1765	57.72	51.13	6.6	6.6	0	572																		
2008	Strijen	4245	469	4008	443	739	444	49	483	53	137	135	2	0	1.3	2.5	9.5	12.2	4.5			0.8	3.6	9.4	0	13.3	0	1.3	1.7	1	5.9	1.5	22.3	0	1.8	1.5	1	2.2	13.3	6236	2184	283	1344	538	165	32	12		57.72	51.13	6.6	6.6	0	576	150	178	124	52	4389	195	2.9	3.5	2.4	1	86.3	3.8	17	20	14	6	485	22
2009	Strijen	4293	478	4061	453	743	446	50	527	59	135	133	2	0	1.3	2.5		12.2	4.4	6.2	0	0.8	3.6	9.4	0	13.3	0	1.3	1.7	0.9	5.9	1.5	22.3	0	1.8			2.2	13.3	5860	2403	255	1251	479	169	42	15	1246	57.72	51.13	6.59	6.59	0	576																		
2010	Strijen	4356	489	4099	460	749	443	50	578	65	135	133	2	0	1.3	2.5		12.2	4.5	6.1	0	0.8	2.7	9.5	0	13.3	0	1.3	1.7	1	5.1		22.3	0	1.8	1.4	1	2.2	13.3	4951	1472	239	1400	449	176	35	13	1167	57.72	51.13	6.59	6.59	0	574	147	185	94	52	4341	222	2.9	3.7	1.9	1	86.1	4.4	17	21	11	6	487	25
2007	Súdwest-Fryslân																																																																							
2008	Súdwest-Fryslân																																																																							
2009	Súdwest-Fryslân																																																																							
2010	Súdwest-Fryslân																																																																							
2007	Susteren																																																																							
2008	Susteren																																																																							
2009	Susteren																																																																							
2010	Susteren																																																																							
2007	Swalmen																																																																							
2008	Swalmen																																																																							
2009	Swalmen																																																																							
2010	Swalmen																																																																							
2007	Tegelen																																																																							
2008	Tegelen																																																																							
2009	Tegelen																																																																							
2010	Tegelen																																																																							
2007	Terheijden																																																																							
2008	Terheijden																																																																							
2009	Terheijden																																																																							
2010	Terheijden																																																																							
2007	Terneuzen	26310	476	25271	457	3977	2065	37	2185	40	963	847	89	27	1.1	2.4	6.1	6.2	1	1.4	2.7	0.7	6.4	5.7	0.9	5.7	0.9					1.7						2	33.7	40485	14942	2333	6454	4561	1175	83	92	10845	317.78	251.4	66.38	9.61	56.77	756																		
2008	Terneuzen	26756	485	25656	465	3957	2139	39	2254	41	970	882	73	16	1.1	2.4	6.1	6.2	1			0.7	6.3	5.6	0.9	5.6	0.9	0.9	2.9	1.3	12.4	1.7	7.5	0.6	6	0.9	0.9	2	33.6	38872	14254	2157	6366	4731	1197	80	58	10029	317.78	251.4	66.38	9.61	56.77	758	1127	2177	520	371	19866	1008	4.5	8.7	2.1	1.5	79.2	4	20	39	9	7	360	18
2009	Terneuzen	27170	493	26062	473	4024	2219	40	2452	44	969	884	69	16	1.2	2.4		6.2	1	1.3	2.9	0.7	6.3	5.6	0.9	5.5	0.9	0.9	3.2	1.3	12.4	1.7	7.5	0.6	5.9			2	33.6	37302	14158	2013	6302	4225	1152	72	53	9327	317.78	251.15	66.63	9.85	56.78	763																		
2010	Terneuzen	27514	501	26472	482	4032	2293	42	2520	46	971	886	69	16	1.2	2.4		6.1	1	0.9	3.8	0.7	6.3	5.5	0.9	5.5	0.9	0.9	3.2	1.2	12.6		7.5	0.6	5.9	0.9	0.6	2	33.5	37303	13686	2173	6034	4191	1150		61		317.78	251.15	66.63	9.85	56.78	767	1075	2167	671	361	19747	1056	4.3	8.6	2.7	1.4	78.7	4.2	20	39	12	7	360	19
2007	Terschelling	1823	387	1737	369	685	231	49	488	104	127	127	0	0	1.5	0.9	59.7	35.2	0	3.9	0.3	0.7	1.8	3.9	0.5	34.3	0					4.1						34.6	33	4587	1733	438	1051	580	391	0	9		674	87.11	586.89	0.38	586.5	186																		
2008	Terschelling	1892	402	1804	383	693	245	52	516	110	125	125	0	0	1.6	0.8	59.8	59.8	0			0.7	1.8	4	0.5	34.3	0	0.8	1.6	0.4	12.9	4.1	59.8	0	4.2	1.2	0.5	34.6	33.1	4923	1721	685	1071	625	433	0	13		674	87.11	586.89	0.38	586.5	194	81	108	25	178	1472	6753	0.9	1.3	0.3	2.1	17.1	78.4	17	23	5	38	313	1435
